中文,English,分类,章节,书页,PDF页,解释,位置,功能,关联图,置信度
苍白球,globus pallidus,其他,第九章 神经系统,314,341,"豆状核 lentiform nucleus 位于岛叶深部, 借内囊与内侧的尾状核和丘脑分开, 此核在水平切面上呈 三角形, 并被两个白质的板层分隔成三部, 外侧部最大称壳putamen, 内侧两部分合称苍白球 globus pallidus。","豆状核 lentiform nucleus 位于岛叶深部, 借内囊与内侧的尾状核和丘脑分开, 此核在水平切面上呈 三角形, 并被两个白质的板层分隔成三部, 外侧部最大称壳putamen, 内侧两部分合称苍白球 globus pallidus。",,"图9-8, 图9-80",高
豆状核,lentiform nucleus,神经结构,第九章 神经系统,314,341,"1 ) 纹状体 corpus striatum: 由尾状核和豆状核组成, 其前端互相连接。","1 ) 纹状体 corpus striatum: 由尾状核和豆状核组成, 其前端互相连接。",,"图9-8, 图9-80",高
内锥体细胞层,internal pyramidal layer,解剖方位,第九章 神经系统,316,343,"内锥体细胞层 internal pyramidal layer 为第V层, 又称节细胞层, 由中型和大型锥体细胞、 颗粒细 胞和马丁诺蒂 (Martinotti) 细胞组成, 其中一些特大的锥体细胞, 称为贝兹 (Betz) 细胞, 其轴突组成锥 体束纤维。",,,"图9-8, 图9-83",高
内颗粒层,internal granular layer,解剖方位,第九章 神经系统,316,343,1) 新皮质典型的六层结构 : 第 I 层为分子 层; 第 II层为外颗粒层; 第III层为外锥体细胞 层; 第IV层为内颗粒层; 第V层为内锥体细胞 层; 第VI层为多形细胞层。,"内颗粒层 internal granular layer 为第IV层, 由密集的星形细胞 ( 多数为小星形细胞 ) 构成, 有髓神 经纤维在此层形成致密横行纤维丛, 主要由传入纤维的水平分支组成, 又称外纹层。","内颗粒层 internal granular layer 为第IV层, 由密集的星形细胞 ( 多数为小星形细胞 ) 构成, 有髓神 经纤维在此层形成致密横行纤维丛, 主要由传入纤维的水平分支组成, 又称外纹层。",图9-8,高
外锥体细胞层,external pyramidal layer,解剖方位,第九章 神经系统,316,343,"外锥体细胞层 external pyramidal layer 为第III层, 此层含有大量典型的锥体细胞及散在的非锥体 细胞, 分为两个亚层, 浅层以中型锥体细胞为主, 深层含有大型锥体细胞。","外锥体细胞层 external pyramidal layer 为第III层, 此层含有大量典型的锥体细胞及散在的非锥体 细胞, 分为两个亚层, 浅层以中型锥体细胞为主, 深层含有大型锥体细胞。",,"图9-8, 图9-83",高
外颗粒层,external granular layer,解剖方位,第九章 神经系统,316,343,1) 新皮质典型的六层结构 : 第 I 层为分子 层; 第 II层为外颗粒层; 第III层为外锥体细胞 层; 第IV层为内颗粒层; 第V层为内锥体细胞 层; 第VI层为多形细胞层。,,,图9-8,高
多形细胞层,polymorphic layer,其他,第九章 神经系统,316,343,1) 新皮质典型的六层结构 : 第 I 层为分子 层; 第 II层为外颗粒层; 第III层为外锥体细胞 层; 第IV层为内颗粒层; 第V层为内锥体细胞 层; 第VI层为多形细胞层。,,,图9-8,高
联络纤维,association fiber,其他,第九章 神经系统,317,344,"右侧和左侧的传入纤维为联络纤维或皮质 - 皮质联系纤维 , 中央的传入纤维为特异性感觉纤维。",,"右侧和左侧的传入纤维为联络纤维或皮质 - 皮质联系纤维 , 中央的传入纤维为特异性感觉纤维。","图9-8, 图9-84, 图9-85",高
内囊,internal capsule,解剖方位,第九章 神经系统,318,345,它们大部分经 过内囊。,内囊 internal capsule 是位于丘脑、 尾状核和豆状核之间的白质板。,,图9-8,高
前连合,anterior commissure,解剖方位,第九章 神经系统,318,345,包括胼胝体、 前连合和穹窿连合 (图 9-8 6 )。,包括胼胝体、 前连合和穹窿连合 (图 9-8 6 )。,,"图9-8, 图9-86",高
投射纤维,projection fiber,其他,第九章 神经系统,318,345,3 ) 投射纤维 p rojection fiber: 由大脑皮质与皮质下各中枢间的上、 下行纤维组成。,,,"图9-8, 图9-86",高
穹窿连合,fornical commissure,其他,第九章 神经系统,318,345,包括胼胝体、 前连合和穹窿连合 (图 9-8 6 )。,包括胼胝体、 前连合和穹窿连合 (图 9-8 6 )。,,"图9-8, 图9-86",高
连合纤维,commissural fiber,其他,第九章 神经系统,318,345,2 ) 连合纤维 c ommissural fiber: 是连合左、 右半球皮质的纤维。,2 ) 连合纤维 c ommissural fiber: 是连合左、 右半球皮质的纤维。,,"图9-8, 图9-86",高
Papez回路,Papez circle,其他,第九章 神经系统,319,346,"从海马旁回起始, 经海马结构、 乳头体、 丘脑前核、 扣带回, 再到海马 旁回的环路联系, 称为Papez 回路 Papez circle, 又称海马环路, 与情感、 学习和记忆等高级神经活动 有关。",,,"图9-8, 图9-87, 图9-88",高
边缘系统,limbic system,其他,第九章 神经系统,319,346,"第九章 神经系统 319 图9 -87 内囊模式图 4. 边缘系统 边缘系统 l imbic system 由边缘叶及与其密切相联系的皮质下结构, 如杏仁核、 隔 核、 下丘脑、 背侧丘脑的前核和中脑被盖的一些结构等共同组成。",,,"图9-8, 图9-87, 图9-88",高
伏隔核,nucleus accumbens,神经结构,第九章 神经系统,320,347,"5. 基底前脑 基底前脑 b asal forebrain 为位于大脑半球前内侧面和下面、 间脑的腹侧、 前连合下 方的若干脑区和核团, 包括下丘脑视前区、 隔核、 斜角带核、 Meynert 基底核、 伏隔核、 嗅结节和杏仁核 等。","5. 基底前脑 基底前脑 b asal forebrain 为位于大脑半球前内侧面和下面、 间脑的腹侧、 前连合下 方的若干脑区和核团, 包括下丘脑视前区、 隔核、 斜角带核、 Meynert 基底核、 伏隔核、 嗅结节和杏仁核 等。","伏隔核 nucleus accumbens 位于隔区与尾状核头之间偏下方, 含有多巴胺类神经元, 是基底前脑的 一个较大的核团, 与边缘系统有密切的纤维联系, 功能上与躯体运动、 内脏活动整合以及镇痛机制等 有关。",图9-89,高
基底前脑,basal forebrain,其他,第九章 神经系统,320,347,"5. 基底前脑 基底前脑 b asal forebrain 为位于大脑半球前内侧面和下面、 间脑的腹侧、 前连合下 方的若干脑区和核团, 包括下丘脑视前区、 隔核、 斜角带核、 Meynert 基底核、 伏隔核、 嗅结节和杏仁核 等。","5. 基底前脑 基底前脑 b asal forebrain 为位于大脑半球前内侧面和下面、 间脑的腹侧、 前连合下 方的若干脑区和核团, 包括下丘脑视前区、 隔核、 斜角带核、 Meynert 基底核、 伏隔核、 嗅结节和杏仁核 等。",,图9-89,高
硬脊膜,spinal dura mater,神经结构,第九章 神经系统,320,347,1. 脊髓的被膜 脊髓的被膜由外向内为硬脊膜、 脊髓蛛网膜和软脊膜。,,"(1) 硬脊膜 spinal dura mater ( 图 9-89) : 由致密结缔组织构成, 厚而坚韧。",图9-89,高
硬膜外隙,epidural space,其他,第九章 神经系统,320,347,"硬脊膜与椎管内面的骨膜之 间的间隙称硬膜外隙 epidural space, 内含疏松结缔组织、 脂肪、 淋巴管、 静脉丛和脊神经根等。",,,图9-89,高
终池,terminal cistern,其他,第九章 神经系统,320,347,"脊髓蛛网膜下隙的下部, 自脊髓下端至第 2 骶椎之间扩大的蛛网膜下 隙 ,称终池 terminal cistern, 内容马尾。",,,图9-89,高
脊髓蛛网膜,spinal arachnoid mater,神经结构,第九章 神经系统,320,347,1. 脊髓的被膜 脊髓的被膜由外向内为硬脊膜、 脊髓蛛网膜和软脊膜。,,,图9-89,高
蛛网膜下隙,subarachnoid space,其他,第九章 神经系统,320,347,"脊髓 蛛网膜与软脊膜之间有较宽阔的间隙称蛛网膜下隙 subarachnoid space, 两层膜之间有许多结缔组织 小梁相连, 间隙内充满脑脊液。","脊髓 蛛网膜与软脊膜之间有较宽阔的间隙称蛛网膜下隙 subarachnoid space, 两层膜之间有许多结缔组织 小梁相连, 间隙内充满脑脊液。",,图9-89,高
软脊膜,spinal pia mater,神经结构,第九章 神经系统,320,347,1. 脊髓的被膜 脊髓的被膜由外向内为硬脊膜、 脊髓蛛网膜和软脊膜。,"(3) 软脊膜 s pinal pia mater: 薄而富含血管, 紧贴脊髓表面, 并延伸至脊髓沟裂中, 在脊髓下端移 行为终丝。",,图9-89,高
隔区,septal area,其他,第九章 神经系统,320,347,"传出纤维经终纹和腹侧杏仁体通路到隔区和下丘脑, 主要参与内脏 及内分泌活动的调节和情绪活动。","传出纤维经终纹和腹侧杏仁体通路到隔区和下丘脑, 主要参与内脏 及内分泌活动的调节和情绪活动。","传出纤维经终纹和腹侧杏仁体通路到隔区和下丘脑, 主要参与内脏 及内分泌活动的调节和情绪活动。",图9-89,高
齿状韧带,denticulate ligament,关节韧带,第九章 神经系统,320,347,"软脊膜在脊髓两侧, 脊神经前、 后根之间形成齿状韧带 denticulate ligament。","软脊膜在脊髓两侧, 脊神经前、 后根之间形成齿状韧带 denticulate ligament。",,图9-89,高
大脑镰,cerebral falx,其他,第九章 神经系统,321,348,"1 ) 大脑镰 cerebral falx: 呈镰刀形伸入大脑纵裂, 分隔两大脑半球。",,,"图9-89, 图9-90, 图9-91",高
小脑幕,tentorium of cerebellum,其他,第九章 神经系统,321,348,"2 ) 小脑幕 tentorium of cerebellum: 呈半月形伸入大脑横裂, 分隔大脑和小脑。",,,"图9-89, 图9-90, 图9-91",高
小脑幕切迹,tentorial incisure,骨与骨性标志,第九章 神经系统,321,348,"其后外侧缘附于枕 骨横窦沟和颞骨岩部上缘, 前内侧缘游离形成小脑幕切迹tentorial incisure。","其后外侧缘附于枕 骨横窦沟和颞骨岩部上缘, 前内侧缘游离形成小脑幕切迹tentorial incisure。",,图9-90,高
硬脑膜,cerebral dura mater,其他,第九章 神经系统,321,348,第九章 神经系统 321 图9 -89 脊髓的被膜示意图 2. 脑的被膜 脑的被膜由外向内为硬脑膜、 脑蛛网膜和软脑膜。,,,"图9-89, 图9-90, 图9-91",高
上矢状窦,superior sagittal sinus,解剖方位,第九章 神经系统,322,349,"上矢状窦 superior sagittal sinus 位于大脑镰上缘内, 前端起自盲孔, 向后流入窦汇。","上矢状窦 superior sagittal sinus 位于大脑镰上缘内, 前端起自盲孔, 向后流入窦汇。",,图9-91,高
下矢状窦,inferior sagittal sinus,解剖方位,第九章 神经系统,322,349,"下矢状窦 inferior sagittal sinus 位于大脑镰下缘内, 其走向与上矢状窦一致, 向后汇入直窦。","下矢状窦 inferior sagittal sinus 位于大脑镰下缘内, 其走向与上矢状窦一致, 向后汇入直窦。",,图9-91,高
乙状窦,sigmoid sinus,腔隙通道,第九章 神经系统,322,349,"乙状窦 sigmoid sinus 成对, 位于乙状窦沟内, 是横窦的延续, 向前下在颈静脉孔处出颅续为颈内 静脉。","乙状窦 sigmoid sinus 成对, 位于乙状窦沟内, 是横窦的延续, 向前下在颈静脉孔处出颅续为颈内 静脉。",,图9-92,高
小脑镰,cerebellar falx,其他,第九章 神经系统,322,349,322 第九章 神经系统 图9 -91 硬脑膜及硬脑膜窦 3 ) 小脑镰 cerebellar falx: 自小脑幕下面正中伸入两小脑半球之间。,,,图9-91,高
岩上窦,superior petrosal sinus,解剖方位,第九章 神经系统,322,349,"其前方接受眼静脉, 两侧接受大脑中浅静脉, 向后外 经岩上窦和岩下窦连通横窦、 乙状窦或颈内静脉。","其前方接受眼静脉, 两侧接受大脑中浅静脉, 向后外 经岩上窦和岩下窦连通横窦、 乙状窦或颈内静脉。","其前方接受眼静脉, 两侧接受大脑中浅静脉, 向后外 经岩上窦和岩下窦连通横窦、 乙状窦或颈内静脉。",图9-92,高
岩下窦,inferior petrosal sinus,解剖方位,第九章 神经系统,322,349,"其前方接受眼静脉, 两侧接受大脑中浅静脉, 向后外 经岩上窦和岩下窦连通横窦、 乙状窦或颈内静脉。","其前方接受眼静脉, 两侧接受大脑中浅静脉, 向后外 经岩上窦和岩下窦连通横窦、 乙状窦或颈内静脉。","其前方接受眼静脉, 两侧接受大脑中浅静脉, 向后外 经岩上窦和岩下窦连通横窦、 乙状窦或颈内静脉。",图9-92,高
横窦,transverse sinus,腔隙通道,第九章 神经系统,322,349,"窦汇 confluence of sinus 由上矢状窦与直窦在枕内隆凸处汇合扩大而成, 向两侧移行为左、 右 横窦。","窦汇 confluence of sinus 由上矢状窦与直窦在枕内隆凸处汇合扩大而成, 向两侧移行为左、 右 横窦。",,图9-92,高
海绵窦,cavernous sinus,腔隙通道,第九章 神经系统,322,349,"海绵窦 c a v e r n o u s s i n u s 位于蝶鞍两侧 , 为两层硬脑膜间的不规则腔隙 。","海绵窦 c a v e r n o u s s i n u s 位于蝶鞍两侧 , 为两层硬脑膜间的不规则腔隙 。",,图9-92,高
直窦,straight sinus,腔隙通道,第九章 神经系统,322,349,"下矢状窦 inferior sagittal sinus 位于大脑镰下缘内, 其走向与上矢状窦一致, 向后汇入直窦。","下矢状窦 inferior sagittal sinus 位于大脑镰下缘内, 其走向与上矢状窦一致, 向后汇入直窦。",,"图9-91, 图9-92",高
窦汇,confluence of sinus,腔隙通道,第九章 神经系统,322,349,"上矢状窦 superior sagittal sinus 位于大脑镰上缘内, 前端起自盲孔, 向后流入窦汇。","上矢状窦 superior sagittal sinus 位于大脑镰上缘内, 前端起自盲孔, 向后流入窦汇。",,图9-91,高
鞍膈,diaphragma sellae,其他,第九章 神经系统,322,349,"4 ) 鞍膈 diaphra gma sellae: 位于蝶鞍上方, 张于前床突、 鞍结节和鞍背上缘之间, 封闭垂体窝, 中 央有一小孔容垂体柄通过。","4 ) 鞍膈 diaphra gma sellae: 位于蝶鞍上方, 张于前床突、 鞍结节和鞍背上缘之间, 封闭垂体窝, 中 央有一小孔容垂体柄通过。",,图9-91,高
小脑延髓池,cerebellomedullary cistern,其他,第九章 神经系统,323,350,"在小脑与延髓之间有 小脑延髓池 cerebellomedullary cistern, 临床上 可在此穿刺, 抽取脑脊液检查。","在小脑与延髓之间有 小脑延髓池 cerebellomedullary cistern, 临床上 可在此穿刺, 抽取脑脊液检查。",,图9-9,高
脑蛛网膜,cerebral arachnoid mater,其他,第九章 神经系统,323,350,"第九章 神经系统 323 图9 -92 海绵窦 硬脑膜窦内血液流向归纳如下: (2) 脑蛛网膜 cerebral arachnoid mater: 薄而透明, 缺乏血管和神经, 与硬脑膜之间有硬膜下隙, 与 软脑膜之间有蛛网膜下隙。",,,图9-92,高
蛛网膜下池,subarachnoid cistern,其他,第九章 神经系统,323,350,"脑蛛网膜除在大脑纵裂和 大脑横裂处以外, 均跨越脑的沟裂而不深入沟内, 故蛛网膜下隙大小不一, 此隙在某些部位扩大形成 蛛网膜下池 subarachnoid cistern。","脑蛛网膜除在大脑纵裂和 大脑横裂处以外, 均跨越脑的沟裂而不深入沟内, 故蛛网膜下隙大小不一, 此隙在某些部位扩大形成 蛛网膜下池 subarachnoid cistern。",,"图9-9, 图9-92, 图9-93",高
蛛网膜粒,arachnoid granulations,其他,第九章 神经系统,323,350,"脑蛛网膜紧贴硬脑膜, 在上矢状窦处形成许多绒毛状突起, 突入上矢状窦内, 称蛛网膜粒arachnoid granulations, 脑脊液经此结构渗入上矢状窦内 ( 图 9-9 3 )。","脑蛛网膜紧贴硬脑膜, 在上矢状窦处形成许多绒毛状突起, 突入上矢状窦内, 称蛛网膜粒arachnoid granulations, 脑脊液经此结构渗入上矢状窦内 ( 图 9-9 3 )。",,"图9-9, 图9-93",高
